 -474.0000,  170.0000
  374.0000,   89.0000
   27.0000,   90.0000
  382.0000,   89.0000
  376.0000,   89.0000
  384.0000,   89.0000
  183.0000,    6.0000
  285.0000,   89.0000
 -517.0000,  171.0000
 -471.0000,  170.0000
  113.0000,   89.0000
 -469.0000,  170.0000
  325.0000,   89.0000
  197.0000,    5.0000
 -333.0000,  178.0000
  176.0000,   89.0000
  300.0000,    0.0000
 -462.0000,  171.0000
  144.0000,   89.0000
   66.0000,   90.0000
   76.0000,   90.0000
  389.0000,   88.0000
  368.0000,   91.0000
  381.0000,   88.0000
  195.0000,    6.0000
   75.0000,   89.0000
  192.0000,    5.0000
  188.0000,    6.0000
   71.0000,   90.0000
 -431.0000,  173.0000
  186.0000,    6.0000
  158.0000,   10.0000
  231.0000,    3.0000
 -475.0000,  171.0000
   80.0000,   88.0000
 -468.0000,  171.0000
  210.0000,   89.0000
  184.0000,    5.0000
   70.0000,   89.0000
  368.0000,   89.0000
 -463.0000,  170.0000
  190.0000,    5.0000
  370.0000,   91.0000
  390.0000,   87.0000
  391.0000,   88.0000
  247.0000,   89.0000
 -396.0000,  174.0000
  364.0000,   90.0000
  189.0000,    7.0000
  361.0000,   92.0000
   82.0000,   88.0000
  371.0000,   90.0000
  359.0000,   92.0000
  394.0000,   88.0000
  379.0000,   90.0000
 -365.0000,  176.0000
   86.0000,   87.0000
   74.0000,   90.0000
  203.0000,   12.0000
 -401.0000,  175.0000
   88.0000,   87.0000
   87.0000,   88.0000
  373.0000,   90.0000
 -466.0000,  169.0000
  187.0000,    3.0000
  377.0000,   90.0000
  268.0000,    2.0000
   61.0000,   91.0000
  398.0000,   86.0000
  392.0000,   86.0000
  196.0000,    8.0000
   73.0000,   89.0000
  366.0000,   91.0000
  201.0000,    6.0000
 -454.0000,  169.0000
  217.0000,   88.0000
  373.0000,   88.0000
   84.0000,   89.0000
 -426.0000,  172.0000
   52.0000,   93.0000
   93.0000,   86.0000
  172.0000,   90.0000
  357.0000,   92.0000
 -473.0000,  173.0000
